tweet_user_name,tweet_user_screen,follower_count,user_created,tweet_count,following_status,friends_count,favourites_count,description,user_verified,user_time_zone,user_location,user_tweet,hash_tag,tweet_source,location_from_tweets,tweet_sentiment_polarity,tweet_sentiment_subjectivity,match_ratio,country_partial_match_ratio,token_sort_match_ratio,token_set_match_ratio,location_from_tweets_match_ratio,location_from_tweets_country_partial_match_ratio,location_from_tweets_token_sort_match_ratio,location_from_tweets_token_set_match_ratio,input_disaster_location,input_disaster
Jamie Clarke Chavez,EditorJamieC,2943,Tue Oct 06 11:54:47 +0000 2020,103303,False,2559,30794,"Editor / writer, blogging about the #bookbiz. Mother to the Boy, in love with the Irishman, blessed by my friendships. Currently tweeting anti-trump/GOP #resist",False,,"Nashville, TN",RT @Monica_Wilcox: If you’ve breathed smoke filled air in the West this summer or are cleaning up from a #hurricane in the Gulf or are till…,hurricane,Twitter for iPhone,Gulf,0.4,0.9,5,50,13,15,0,0,0,0,Mexico,cyclone
@pream65,pream65,18,Tue Oct 06 11:54:43 +0000 2020,14678,False,22,14211,I'm easy-going.,False,,,"RT @GreatTribulati1: Tracking the #Tropics: #Hurricane #Delta rapidly intensifies, could become major #storm in the #GULFxVLIVE 
https://t.…","Tropics,Hurricane,Delta,storm,GULFxVLIVE",Twitter for iPhone,Delta,0.0625,0.5,9,36,11,12,18,20,18,18,Mexico,cyclone
jorge cantu kaufmann,jcantuk,100,Tue Oct 06 11:54:17 +0000 2020,28991,False,888,26527,,False,,,RT @NHC_Atlantic: #Delta has continued to rapidly intensify overnight and is now at category-2 strength.  Here are the Key Messages for thi…,Delta,Twitter for Android,Delta,0.0,1.0,9,29,16,16,18,20,18,18,Mexico,cyclone
The pithy aaaaah,angysotherworld,29,Tue Oct 06 11:53:43 +0000 2020,18465,False,214,10842,"Running from the weight of ancient labels and I'd love it if we made it

Finally feel somewhat safe to do this: pronouns they/them",False,,Florida,RT @NHC_Atlantic: #Delta has continued to rapidly intensify overnight and is now at category-2 strength.  Here are the Key Messages for thi…,Delta,Twitter Web App,Delta,0.0,1.0,9,29,16,16,18,20,18,18,Mexico,cyclone
Aleshia Taylor,AleshiaTaylor4,120,Tue Oct 06 11:53:30 +0000 2020,634,False,435,1692,There's only one me!,False,,"Zachary, LA",RT @NHC_Atlantic: #Delta has continued to rapidly intensify overnight and is now at category-2 strength.  Here are the Key Messages for thi…,Delta,Twitter for iPhone,Delta,0.0,1.0,9,29,16,16,18,20,18,18,Mexico,cyclone
#TiempoGT,AlertaGt502,13736,Tue Oct 06 11:53:27 +0000 2020,191031,False,2529,323749,"Egresado del Instituto Normal de Cobán 
y Universidad Rafael Landivar 
Reportes de Tiempo Severo y noticias relevantes
la medicina más efectiva es la prevención",False,,Guatemala,RT @BobbiStorm: @hurrtrackerapp great #hurricane #app everyone should be using it. Allows u to forcus on the details &amp; clears away the clut…,"hurricane,app",Twitter for Android,,0.8,0.75,11,36,15,15,0,0,0,0,Mexico,cyclone
Jane,JaneLednovich,1677,Tue Oct 06 11:53:12 +0000 2020,13942,False,2311,1911,"Senior Producer @foxnews / #SoCal native / Sports fan (@angels ⚾ @miamidolphins 🏈)
(RT or follow ≠ endorsement. Opinions = mine)",True,,"Upper East Side, Manhattan",RT @NHC_Atlantic: #Delta has continued to rapidly intensify overnight and is now at category-2 strength.  Here are the Key Messages for thi…,Delta,TweetDeck,Delta,0.0,1.0,9,29,16,16,18,20,18,18,Mexico,cyclone
Luigi François,francois_luigi,8362,Tue Oct 06 11:52:55 +0000 2020,77326,False,4168,78295,Konesans ou se fòs ou @Youthassembly @Unite2030 Delegate |#UNVolunteer |#AsiaMUN2017 | #TeachSDGs | Disaster Preparedness Certified | Digital Marketer Certified,False,,Haiti,RT @BobbiStorm: @hurrtrackerapp great #hurricane #app everyone should be using it. Allows u to forcus on the details &amp; clears away the clut…,"hurricane,app",Twitter for iPhone,,0.8,0.75,11,36,15,15,0,0,0,0,Mexico,cyclone
fall3n,fall3nPhD,62,Tue Oct 06 11:52:29 +0000 2020,11761,False,158,42645,"Mathematician, gamer, progressive, tennis player, riddle, mystery, enigma.",False,,Florida,RT @NHC_Atlantic: #Delta has continued to rapidly intensify overnight and is now at category-2 strength.  Here are the Key Messages for thi…,Delta,Twitter for Android,Delta,0.0,1.0,9,29,16,16,18,20,18,18,Mexico,cyclone
Tribulation,GreatTribulati1,1341,Tue Oct 06 11:52:11 +0000 2020,7786,False,2496,5601,"""For at that time there will be Great Tribulation, unmatched from the beginning of the world until now, and never to be seen again.""

Matthew 24:21",False,,,"Tracking the #Tropics: #Hurricane #Delta rapidly intensifies, could become major #storm in the #GULFxVLIVE 
https://t.co/K7BktZlR2x","Tropics,Hurricane,Delta,storm,GULFxVLIVE",Twitter Web App,Delta,0.0625,0.5,10,36,13,14,18,20,18,18,Mexico,cyclone
mariah wright solar,MariahAlexisW,2433,Tue Oct 06 11:52:01 +0000 2020,61205,False,1004,18532,living 4 God in the great ole state of LA,False,,,RT @NHC_Atlantic: #Delta has continued to rapidly intensify overnight and is now at category-2 strength.  Here are the Key Messages for thi…,Delta,Twitter for iPhone,Delta,0.0,1.0,9,29,16,16,18,20,18,18,Mexico,cyclone
Luigi François,francois_luigi,8362,Tue Oct 06 11:51:57 +0000 2020,77326,False,4168,78295,Konesans ou se fòs ou @Youthassembly @Unite2030 Delegate |#UNVolunteer |#AsiaMUN2017 | #TeachSDGs | Disaster Preparedness Certified | Digital Marketer Certified,False,,Haiti,RT @NHC_Atlantic: #Delta has continued to rapidly intensify overnight and is now at category-2 strength.  Here are the Key Messages for thi…,Delta,Twitter for iPhone,Delta,0.0,1.0,9,29,16,16,18,20,18,18,Mexico,cyclone
CarlaCarrilloHidalgo,CarlitaHidalgo,4798,Tue Oct 06 11:51:17 +0000 2020,76284,False,1528,19966,"QRoo #CarlosJoaquín -Scorpio SocialMedia LEAL,Necia,Indisciplinada, Insaciable,Apasionada,Intensa,Consciente Feliz Romántica, Zurda, Opiniones Personales",False,,"Cancun, Mexico",RT @NHC_Atlantic: #Delta has continued to rapidly intensify overnight and is now at category-2 strength.  Here are the Key Messages for thi…,Delta,Twitter for iPhone,Delta,0.0,1.0,9,29,16,16,18,20,18,18,Mexico,cyclone
The Baker,elephunk_05,2748,Tue Oct 06 11:50:57 +0000 2020,31739,False,3582,53682,#ElegantMess #CulinaryGangster I have a much different view than the one you think I have. Live free or die! Ich bin ein Berliner. #Foodie #Mechanic,False,,burning up on the Space Coast,RT @NHC_Atlantic: #Delta has continued to rapidly intensify overnight and is now at category-2 strength.  Here are the Key Messages for thi…,Delta,Twitter for Android,Delta,0.0,1.0,9,29,16,16,18,20,18,18,Mexico,cyclone
bitch,jupiterblvd,181,Tue Oct 06 11:50:37 +0000 2020,43119,False,330,25606,got no hoes no life,False,,,RT @NHC_Atlantic: #Delta has continued to rapidly intensify overnight and is now at category-2 strength.  Here are the Key Messages for thi…,Delta,Twitter for Android,Delta,0.0,1.0,9,29,16,16,18,20,18,18,Mexico,cyclone
nc_,nc__as,263,Tue Oct 06 11:50:28 +0000 2020,120574,False,1154,101926,,False,,ova yonder,RT @NHC_Atlantic: #Delta has continued to rapidly intensify overnight and is now at category-2 strength.  Here are the Key Messages for thi…,Delta,Twitter for iPad,Delta,0.0,1.0,9,29,16,16,18,20,18,18,Mexico,cyclone
AIR Worldwide,AIRWorldwide,4777,Tue Oct 06 11:50:22 +0000 2020,12723,False,2062,3923,We are the scientific leader of catastrophe risk modeling software and consulting services. #owntherisk,True,,"Boston, MA",RT @NHC_Atlantic: #Delta has continued to rapidly intensify overnight and is now at category-2 strength.  Here are the Key Messages for thi…,Delta,Twitter for iPhone,Delta,0.0,1.0,9,29,16,16,18,20,18,18,Mexico,cyclone
J sick of it,Jsoflo,141,Tue Oct 06 11:50:21 +0000 2020,57232,False,449,45905,,False,,,RT @NHC_Atlantic: #Delta has continued to rapidly intensify overnight and is now at category-2 strength.  Here are the Key Messages for thi…,Delta,Twitter for iPhone,Delta,0.0,1.0,9,29,16,16,18,20,18,18,Mexico,cyclone
louis lontz,LontzLouis,588,Tue Oct 06 11:50:18 +0000 2020,9258,False,2400,29211,Black Lives Matter. Black Trans Lives Matter. #HonorTheTreaties 🏳️‍🌈🇻🇪 🇧🇩 🇫🇷 🇬🇧 🇨🇲 🇨🇭🇨🇦🇺🇸🛶🎮🎸⚖️🍷🍝🌍🚑🔬🔭🕋#FlagofAmbazonia,False,,"St Paul, MN",RT @NHC_Atlantic: #Delta has continued to rapidly intensify overnight and is now at category-2 strength.  Here are the Key Messages for thi…,Delta,Twitter for iPhone,Delta,0.0,1.0,9,29,16,16,18,20,18,18,Mexico,cyclone
GridPointWeather,gridpointwx,194,Tue Oct 06 11:49:51 +0000 2020,77379,False,59,1,Global Point Forecasting System,False,,"New York, USA",#HURRICANE Delta could slam Mexicos Yucatan as Category 4 storm https://t.co/KuA2JSMjtN,HURRICANE,Gridpointwx,HURRICANE Delta,0.0,0.0,18,57,22,22,19,33,29,29,Mexico,cyclone
Tim Melino,TimMelino,11428,Tue Oct 06 11:49:30 +0000 2020,89162,False,9831,281,"Renewable Energy Meteorologist, interested in the #environment, #weather and #climate.  Check out: https://t.co/EZIu1X2L6A & Facebook: https://t.co/Ridbeg0K3b",False,,NY,#HURRICANE Delta could slam Mexicos Yucatan as Category 4 storm https://t.co/fCB9pjMtLJ #GPWX,"HURRICANE,GPWX",weather-globe,HURRICANE Delta,0.0,0.0,17,57,21,21,19,33,29,29,Mexico,cyclone
J sick of it,Jsoflo,141,Tue Oct 06 11:49:28 +0000 2020,57232,False,449,45905,,False,,,"RT @AdamBergNBC6: Here are your probabilities for #hurricane force winds. If the forecast stays consistent, these numbers will grow for fol…",hurricane,Twitter for iPhone,,0.25,0.25,8,36,11,11,0,0,0,0,Mexico,cyclone
Isabella Cabre,isa97,2394,Tue Oct 06 11:49:24 +0000 2020,320208,False,2818,235300,"World citizen, from planet earth, living in Paris, animal lover, photogaph, green, democrat, news, Guadeloupe, Puerto Rico , Caribbean, world...",False,,Paris,RT @NHC_Atlantic: #Delta has continued to rapidly intensify overnight and is now at category-2 strength.  Here are the Key Messages for thi…,Delta,Twitter for Android,Delta,0.0,1.0,9,29,16,16,18,20,18,18,Mexico,cyclone
Pam,WiregrassPam,7,Tue Oct 06 11:48:50 +0000 2020,438,False,18,483,No drama.,False,,,RT @NHC_Atlantic: #Delta has continued to rapidly intensify overnight and is now at category-2 strength.  Here are the Key Messages for thi…,Delta,Twitter for Android,Delta,0.0,1.0,9,29,16,16,18,20,18,18,Mexico,cyclone
John Wayne Ferguson,JohnWFerguson,3068,Tue Oct 06 11:47:58 +0000 2020,40337,False,3062,10627,Senior Reporter @Galvnews,True,,"Galveston, Texas",RT @NHC_Atlantic: #Delta has continued to rapidly intensify overnight and is now at category-2 strength.  Here are the Key Messages for thi…,Delta,Twitter for iPhone,Delta,0.0,1.0,9,29,16,16,18,20,18,18,Mexico,cyclone
Joel Achenbach,JoelAchenbach,10810,Tue Oct 06 11:47:53 +0000 2020,10541,False,3746,702,The Washington Post; Achenblog; Why Things Are; Captured By Aliens;  The Grand Idea; A Hole at the Bottom of the Sea,True,,Washington DC,RT @NHC_Atlantic: #Delta has continued to rapidly intensify overnight and is now at category-2 strength.  Here are the Key Messages for thi…,Delta,Twitter Web App,Delta,0.0,1.0,9,29,16,16,18,20,18,18,Mexico,cyclone
"NewsPura.com - Just Facts, No Opinions.",newspura,3,Tue Oct 06 11:47:29 +0000 2020,149,False,42,5,"Pure, Unbiased News. Just Facts, No Opinions.",False,,,"Delta Now a Category 2 Hurricane
https://t.co/cb86zNH7Nq...
#newspura #justfactsnoopinions #hurricane… https://t.co/u3HsoYp03i","newspura,justfactsnoopinions,hurricane",Twitter Web App,,0.0,0.0,10,29,12,13,0,0,0,0,Mexico,cyclone
Chris Waddington,CWaddington504,3158,Tue Oct 06 11:46:47 +0000 2020,74196,False,2066,22208,"""Whirl is king."" CV: @AntiquesMag @NOMA1910 @NOLAnews @StarTribune",False,,New Orleans,RT @NHC_Atlantic: #Delta has continued to rapidly intensify overnight and is now at category-2 strength.  Here are the Key Messages for thi…,Delta,Twitter for iPhone,Delta,0.0,1.0,9,29,16,16,18,20,18,18,Mexico,cyclone
Duckhausen,OskarTheDucky,70,Tue Oct 06 11:45:38 +0000 2020,6115,False,637,21586,,False,,,RT @NHC_Atlantic: #Delta has continued to rapidly intensify overnight and is now at category-2 strength.  Here are the Key Messages for thi…,Delta,Twitter for Android,Delta,0.0,1.0,9,29,16,16,18,20,18,18,Mexico,cyclone
National Weather Service,NWS,2981970,Tue Oct 06 11:45:37 +0000 2020,27095,False,307,4430,"Official Twitter account for NOAA's National Weather Service.
Details: https://t.co/mRyGMdRYT3",True,,United States,RT @NHC_Atlantic: #Delta has continued to rapidly intensify overnight and is now at category-2 strength.  Here are the Key Messages for thi…,Delta,Twitter for iPhone,Delta,0.0,1.0,9,29,16,16,18,20,18,18,Mexico,cyclone
Lelan Statom,NC5_LelanStatom,18361,Tue Oct 06 11:45:00 +0000 2020,61107,False,1183,25104,"Senior Meteorologist; Co-Host, Talk of the Town WTVF-NewsChannel 5 Network, @NC5 lelan.statom@newschannel5.com",False,,"Nashville, TN",RT @NHC_Atlantic: #Delta has continued to rapidly intensify overnight and is now at category-2 strength.  Here are the Key Messages for thi…,Delta,Twitter for iPhone,Delta,0.0,1.0,9,29,16,16,18,20,18,18,Mexico,cyclone
Graeson Quinn♔,GraesonMccaslin,617,Tue Oct 06 11:44:36 +0000 2020,25202,False,938,9613,|  I honestly use Twitter for the puppies | LMU LAW☀ #Liveforshay,False,,,RT @NHC_Atlantic: #Delta has continued to rapidly intensify overnight and is now at category-2 strength.  Here are the Key Messages for thi…,Delta,Twitter for iPhone,Delta,0.0,1.0,9,29,16,16,18,20,18,18,Mexico,cyclone
BobbiStorm,BobbiStorm,4493,Tue Oct 06 11:44:18 +0000 2020,75215,False,950,36042,"Studied Meteorology & Geography at FIU for my degrees in International Relations & English. Writer, blogger, storm chaser and dancer. https://t.co/6JphU6i0PM",False,,Miami,@Nespresso busy with #October #Hurricane #Delta I needed a real #Fall #PSL with my Nespresso Latte. Even a dash of… https://t.co/H6eoy0AicW,"October,Hurricane,Delta,Fall,PSL",Twitter for iPhone,Delta,0.15000000000000002,0.30000000000000004,3,36,11,13,18,20,18,18,Mexico,cyclone
Jenna Carter,JenOvSthrnWindz,18,Tue Oct 06 11:44:17 +0000 2020,362,False,124,820,"Mom. Spousal unit of Devin. Accountant. MBA. اميرة Forever a student of the sky. Hometown: Oak Ridge, TN",False,,"Tennessee, USA",RT @NHC_Atlantic: #Delta has continued to rapidly intensify overnight and is now at category-2 strength.  Here are the Key Messages for thi…,Delta,Twitter for iPhone,Delta,0.0,1.0,9,29,16,16,18,20,18,18,Mexico,cyclone
Brooks,BrooksWeather,8880,Tue Oct 06 11:44:15 +0000 2020,28553,False,2203,18000,"Brooks Garner, FOX 31 Denver AM meteorologist. AMS/NWA seal holder. Husband and dad.",True,,"Denver, CO","MEXICO -- Going today (or currently in) Cancun, Playa Del Carman or Cozumel, in Mexico? A Cat 4 #hurricane (#Delta)… https://t.co/J3jUpnefio","hurricane,Delta",Twitter for iPhone,"Cozumel,Mexico,Cat",0.0,0.4,13,64,17,60,50,100,50,100,Mexico,cyclone
Southern University Quarterback Club - EBR Chapter,SouthernUQBClub,264,Tue Oct 06 11:44:00 +0000 2020,2366,False,139,83,"A nonprofit volunteer organization founded in 1947, made up of dedicated alumni and friends and committed to providing support to Southern University athletics",False,,"Baton Rouge, LA",RT @NHC_Atlantic: #Delta has continued to rapidly intensify overnight and is now at category-2 strength.  Here are the Key Messages for thi…,Delta,Twitter for Android,Delta,0.0,1.0,9,29,16,16,18,20,18,18,Mexico,cyclone
Talmon Joseph Smith,talmonsmith,3963,Tue Oct 06 11:43:57 +0000 2020,10265,False,1775,8249,"staff editor @NYTimes covering econ, politics & culture || formerly @GQmagazine || tips&pitches: talmon.smith@nytimes.com || loyal newyorleanian",True,,NYC via NOLA⚜️,RT @NHC_Atlantic: Here are the Key Messages for rapidly intensifying #Hurricane #Delta this late Monday evening.  The latest advisory is at…,"Hurricane,Delta",Twitter for iPhone,Delta,0.06666666666666667,0.8333333333333334,9,29,11,11,18,20,18,18,Mexico,cyclone
